usage_vehicule;type_vehicule;est_rouge;points_perdus;age_vehicule;type_conduite;date_demande;etat_dossier;formule;Index;Annee_naissance;Enfnat_en_conduite;Presence_enfant;plage_revenu;Valeur_residence;Point_perdu
Private;Minivan;yes;0;13.0;Highly Urban/ Urban;10/09/2021;complet;dev_express;8981;1972;Non;Oui;0-25k€;75-150k€;0-4pts
Private;Minivan;no;0;9.0;Highly Urban/ Urban;10/07/2020;complet;dev_express;8982;1995;Non;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;4;;Highly Urban/ Urban;30/05/2019;complet;dev_integral;8983;1947;Oui;Oui;+100k€;+200k€;0-4pts
Private;Minivan;yes;1;5.0;z_Highly Rural/ Rural;06/06/2019;complet;dev_integral;8984;2012;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;yes;8;7.0;Highly Urban/ Urban;11/03/2020;complet;dev_express;8985;1958;Non;Oui;0-25k€;0-75k€;4-8pts
Commercial;Van;yes;2;1.0;Highly Urban/ Urban;06/04/2022;complet;dev_integral;8986;1955;Non;Non;50k-75k€;-;0-4pts
Private;z_SUV;no;4;7.0;Highly Urban/ Urban;16/12/2019;complet;dev_express;8987;2016;Non;Oui;50k-75k€;0-75k€;0-4pts
Commercial;Pickup;no;3;1.0;Highly Urban/ Urban;31/07/2020;complet;dev_integral;8988;2019;Non;Non;50k-75k€;150-200k€;0-4pts
Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;02/07/2021;incomplet;dev_express;8989;1993;Oui;Non;25k-50k€;150-200k€;0-4pts
Commercial;Panel Truck;no;0;17.0;Highly Urban/ Urban;27/09/2020;complet;dev_premium;8990;1957;Oui;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;12.0;Highly Urban/ Urban;15/09/2021;incomplet;dev_express;8991;1979;Oui;Oui;+100k€;+200k€;0-4pts
Commercial;Pickup;no;0;1.0;Highly Urban/ Urban;05/09/2019;complet;dev_integral;8992;2011;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;z_SUV;no;0;11.0;Highly Urban/ Urban;26/10/2019;complet;dev_integral;8993;1954;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Panel Truck;yes;7;12.0;Highly Urban/ Urban;13/08/2020;incomplet;dev_express;8994;1968;Non;Non;50k-75k€;0-75k€;4-8pts
Private;z_SUV;no;0;7.0;Highly Urban/ Urban;09/07/2021;complet;dev_premium;8995;1974;Non;Non;-;150-200k€;0-4pts
Private;Pickup;no;0;7.0;Highly Urban/ Urban;14/12/2020;complet;dev_integral;8996;1973;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;0;8.0;Highly Urban/ Urban;23/06/2019;complet;dev_express;8997;2021;Non;Non;+100k€;+200k€;0-4pts
Private;Pickup;no;0;1.0;Highly Urban/ Urban;14/04/2020;incomplet;dev_integral;8998;1962;Non;Non;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;04/02/2021;complet;dev_vip;8999;1998;Non;Non;50k-75k€;150-200k€;0-4pts
Private;Sports Car;no;2;21.0;Highly Urban/ Urban;18/10/2021;complet;dev_express;9000;1967;Non;Non;+100k€;0-75k€;0-4pts
Private;z_SUV;no;0;7.0;Highly Urban/ Urban;30/05/2019;incomplet;dev_express;9001;2021;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Pickup;yes;0;1.0;z_Highly Rural/ Rural;16/12/2020;complet;dev_integral;9002;1971;Non;Oui;0-25k€;75-150k€;0-4pts
Commercial;z_SUV;no;4;5.0;Highly Urban/ Urban;28/04/2019;complet;dev_integral;9003;1982;Non;Oui;0-25k€;-;0-4pts
Commercial;Van;no;0;10.0;z_Highly Rural/ Rural;30/10/2021;complet;dev_integral;9004;1990;Non;Non;-;150-200k€;0-4pts
Private;z_SUV;no;0;8.0;z_Highly Rural/ Rural;07/07/2019;complet;dev_integral;9005;1957;Oui;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;1;6.0;Highly Urban/ Urban;02/08/2021;complet;dev_integral;9006;1990;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Pickup;no;4;10.0;Highly Urban/ Urban;31/05/2021;complet;dev_integral;9007;1980;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Van;yes;0;;Highly Urban/ Urban;02/10/2019;incomplet;dev_premium;9008;1961;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Minivan;yes;1;1.0;Highly Urban/ Urban;21/07/2019;complet;dev_express;9009;1948;Non;Non;25k-50k€;+200k€;0-4pts
Private;Minivan;no;1;20.0;Highly Urban/ Urban;07/08/2019;incomplet;dev_premium;9010;1950;Non;Non;+100k€;+200k€;0-4pts
Private;z_SUV;no;1;4.0;Highly Urban/ Urban;20/11/2020;complet;dev_express;9011;1941;Non;Non;75k-100k€;+200k€;0-4pts
Private;Pickup;yes;3;;Highly Urban/ Urban;15/05/2019;complet;dev_integral;9012;1950;Non;Non;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;9.0;Highly Urban/ Urban;24/04/2020;complet;dev_express;9013;1949;Oui;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;9.0;Highly Urban/ Urban;25/07/2021;complet;dev_integral;9014;2004;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Minivan;yes;0;7.0;Highly Urban/ Urban;29/11/2019;complet;dev_express;9015;1960;Non;Oui;0-25k€;150-200k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;04/04/2020;complet;dev_integral;9016;1959;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Minivan;no;3;9.0;Highly Urban/ Urban;07/02/2021;complet;dev_integral;9017;1969;Non;Oui;75k-100k€;-;0-4pts
Private;Sports Car;no;2;11.0;Highly Urban/ Urban;08/10/2019;complet;dev_express;9018;1951;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Pickup;yes;0;3.0;Highly Urban/ Urban;17/06/2021;complet;dev_express;9019;1945;Non;Non;25k-50k€;0-75k€;0-4pts
Private;z_SUV;no;2;10.0;Highly Urban/ Urban;02/10/2021;complet;dev_integral;9020;1935;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;0;1.0;Highly Urban/ Urban;29/04/2020;complet;dev_express;9021;1999;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;5.0;z_Highly Rural/ Rural;05/10/2020;incomplet;dev_express;9022;1957;Oui;Oui;0-25k€;-;0-4pts
Commercial;Pickup;no;0;16.0;Highly Urban/ Urban;16/05/2022;complet;dev_express;9023;1956;Non;Non;+100k€;-;0-4pts
Private;Minivan;yes;1;10.0;Highly Urban/ Urban;14/01/2021;complet;dev_integral;9024;1964;Non;Non;+100k€;0-75k€;0-4pts
Commercial;Minivan;no;0;1.0;Highly Urban/ Urban;28/07/2019;complet;dev_integral;9025;1960;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Pickup;no;2;1.0;Highly Urban/ Urban;04/06/2021;complet;dev_express;9026;1997;Non;Non;0-25k€;-;0-4pts
Commercial;z_SUV;no;2;9.0;Highly Urban/ Urban;14/07/2021;complet;dev_vip;9027;1970;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Van;yes;0;10.0;Highly Urban/ Urban;09/07/2019;complet;dev_express;9028;2004;Non;Non;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;0;11.0;Highly Urban/ Urban;15/02/2022;complet;dev_express;9029;2007;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Panel Truck;no;5;16.0;Highly Urban/ Urban;21/06/2021;complet;dev_integral;9030;1938;Non;Non;50k-75k€;+200k€;4-8pts
Commercial;z_SUV;no;0;10.0;Highly Urban/ Urban;02/11/2020;complet;dev_express;9031;1982;Non;Oui;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;2;1.0;Highly Urban/ Urban;02/03/2021;complet;dev_integral;9032;1963;Non;Non;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;2;4.0;z_Highly Rural/ Rural;16/02/2022;complet;dev_integral;9033;1937;Non;Non;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;21/08/2019;complet;dev_express;9034;1974;Non;Oui;0-25k€;75-150k€;0-4pts
Private;Sports Car;no;0;6.0;Highly Urban/ Urban;10/06/2020;complet;dev_integral;9035;1967;Non;Non;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;07/09/2020;complet;dev_express;9036;2001;Non;Non;0-25k€;75-150k€;0-4pts
Private;Pickup;yes;1;10.0;Highly Urban/ Urban;10/09/2020;complet;dev_integral;9037;1936;Non;Non;25k-50k€;+200k€;0-4pts
Private;Van;no;0;1.0;Highly Urban/ Urban;15/11/2020;complet;dev_express;9038;1970;Non;Oui;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;2;;Highly Urban/ Urban;09/04/2020;complet;dev_integral;9039;1969;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;5;10.0;Highly Urban/ Urban;19/12/2020;complet;dev_premium;9040;1962;Non;Non;50k-75k€;150-200k€;4-8pts
Commercial;Minivan;yes;1;9.0;Highly Urban/ Urban;17/01/2021;complet;dev_express;9041;1967;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Van;yes;8;21.0;Highly Urban/ Urban;18/08/2021;incomplet;dev_integral;9042;1992;Non;Non;+100k€;0-75k€;4-8pts
Private;Minivan;yes;4;1.0;Highly Urban/ Urban;24/04/2019;complet;dev_premium;9043;1992;Oui;Oui;25k-50k€;150-200k€;0-4pts
Commercial;Panel Truck;yes;6;15.0;Highly Urban/ Urban;31/10/2021;incomplet;dev_integral;9044;1996;Non;Non;+100k€;+200k€;4-8pts
Private;z_SUV;no;1;5.0;Highly Urban/ Urban;24/04/2020;incomplet;dev_premium;9045;1965;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Pickup;yes;2;;Highly Urban/ Urban;05/08/2021;complet;dev_integral;9046;1971;Non;Non;25k-50k€;0-75k€;0-4pts
Private;z_SUV;no;5;7.0;Highly Urban/ Urban;28/11/2021;complet;dev_express;9047;1943;Non;Oui;50k-75k€;+200k€;4-8pts
Private;z_SUV;no;2;8.0;Highly Urban/ Urban;21/12/2020;complet;dev_express;9048;1985;Non;Non;-;+200k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;08/10/2020;complet;dev_express;9049;1969;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;yes;7;6.0;Highly Urban/ Urban;14/03/2022;complet;dev_express;9050;1965;Non;Non;50k-75k€;0-75k€;4-8pts
Private;z_SUV;no;0;5.0;z_Highly Rural/ Rural;22/04/2022;complet;dev_integral;9051;1942;Non;Non;-;75-150k€;0-4pts
Commercial;Pickup;yes;3;5.0;z_Highly Rural/ Rural;05/07/2021;complet;dev_integral;9052;1954;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Minivan;no;0;7.0;Highly Urban/ Urban;26/10/2020;complet;dev_integral;9053;1972;Non;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;0;9.0;Highly Urban/ Urban;03/01/2021;complet;dev_premium;9054;1975;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;0;13.0;Highly Urban/ Urban;22/04/2019;complet;dev_express;9055;1978;Oui;Oui;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;0;15.0;Highly Urban/ Urban;08/09/2021;complet;dev_express;9056;1987;Oui;Oui;-;+200k€;0-4pts
Commercial;z_SUV;no;0;9.0;z_Highly Rural/ Rural;24/08/2021;incomplet;dev_integral;9057;2016;Non;Non;50k-75k€;0-75k€;0-4pts
Private;Minivan;no;2;14.0;Highly Urban/ Urban;31/05/2022;complet;dev_integral;9058;1983;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Minivan;no;0;;Highly Urban/ Urban;27/06/2019;complet;dev_integral;9059;1961;Non;Oui;+100k€;+200k€;0-4pts
Private;Minivan;no;1;11.0;z_Highly Rural/ Rural;11/04/2019;complet;dev_integral;9060;2014;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;yes;0;1.0;z_Highly Rural/ Rural;05/08/2021;complet;dev_express;9061;1957;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;Van;yes;6;15.0;Highly Urban/ Urban;14/03/2020;complet;dev_express;9062;1998;Non;Oui;+100k€;+200k€;4-8pts
Private;Minivan;no;1;16.0;Highly Urban/ Urban;05/09/2021;complet;dev_express;9063;1962;Non;Non;25k-50k€;-;0-4pts
Commercial;Van;yes;4;1.0;Highly Urban/ Urban;24/12/2019;incomplet;dev_vip;9064;1971;Non;Non;+100k€;0-75k€;0-4pts
Private;z_SUV;no;1;14.0;Highly Urban/ Urban;15/02/2020;complet;dev_premium;9065;1983;Non;Non;+100k€;0-75k€;0-4pts
Private;Minivan;no;0;8.0;Highly Urban/ Urban;19/04/2021;complet;dev_premium;9066;1954;Oui;Oui;0-25k€;150-200k€;0-4pts
Private;Pickup;no;0;1.0;Highly Urban/ Urban;07/09/2020;complet;dev_integral;9067;2011;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Van;yes;1;9.0;Highly Urban/ Urban;29/10/2019;complet;dev_premium;9068;1956;Non;Non;+100k€;+200k€;0-4pts
Private;Pickup;no;1;20.0;z_Highly Rural/ Rural;15/02/2021;complet;dev_express;9069;1973;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;1;6.0;Highly Urban/ Urban;21/11/2020;complet;dev_integral;9070;2020;Oui;Oui;25k-50k€;150-200k€;0-4pts
Commercial;Pickup;no;2;;Highly Urban/ Urban;18/10/2021;complet;dev_integral;9071;1974;Non;Non;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;0;;Highly Urban/ Urban;25/02/2022;complet;dev_integral;9072;1981;Non;Non;0-25k€;75-150k€;0-4pts
Private;Minivan;yes;0;4.0;Highly Urban/ Urban;12/03/2022;complet;dev_express;9073;2003;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Van;no;3;9.0;Highly Urban/ Urban;04/06/2019;complet;dev_premium;9074;1967;Non;Oui;+100k€;+200k€;0-4pts
Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;20/05/2021;incomplet;dev_integral;9075;1974;Non;Non;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;0;18.0;Highly Urban/ Urban;03/07/2021;complet;dev_integral;9076;1975;Non;Oui;-;0-75k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;25/05/2022;complet;dev_express;9077;1973;Non;Non;0-25k€;75-150k€;0-4pts
Private;Sports Car;no;0;1.0;z_Highly Rural/ Rural;27/09/2019;complet;dev_express;9078;1932;Oui;Oui;0-25k€;75-150k€;0-4pts
Private;Minivan;no;1;;Highly Urban/ Urban;05/11/2019;complet;dev_premium;9079;1954;Non;Oui;0-25k€;75-150k€;0-4pts
Commercial;Panel Truck;no;1;14.0;Highly Urban/ Urban;03/02/2020;incomplet;dev_express;9080;1992;Non;Non;75k-100k€;0-75k€;0-4pts
Commercial;Panel Truck;yes;0;15.0;Highly Urban/ Urban;25/07/2019;complet;dev_express;9081;1986;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;yes;2;1.0;Highly Urban/ Urban;14/11/2019;complet;dev_premium;9082;1963;Non;Oui;50k-75k€;+200k€;0-4pts
Commercial;z_SUV;no;4;10.0;Highly Urban/ Urban;27/09/2019;incomplet;dev_integral;9083;2020;Non;Non;25k-50k€;150-200k€;0-4pts
Commercial;Pickup;no;0;5.0;Highly Urban/ Urban;01/01/2020;incomplet;dev_express;9084;1985;Non;Non;25k-50k€;0-75k€;0-4pts
Commercial;Van;no;0;6.0;Highly Urban/ Urban;06/12/2020;complet;dev_express;9085;1954;Non;Non;0-25k€;75-150k€;0-4pts
Commercial;Pickup;yes;4;1.0;z_Highly Rural/ Rural;12/05/2019;complet;dev_express;9086;1968;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Minivan;yes;5;10.0;Highly Urban/ Urban;07/06/2019;complet;dev_integral;9087;1959;Non;Non;75k-100k€;0-75k€;4-8pts
Private;Minivan;no;0;3.0;z_Highly Rural/ Rural;13/01/2021;complet;dev_integral;9088;1975;Oui;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;3;1.0;Highly Urban/ Urban;11/02/2022;complet;dev_express;9089;1975;Non;Oui;0-25k€;75-150k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;09/11/2021;complet;dev_premium;9090;2018;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;z_SUV;no;3;10.0;Highly Urban/ Urban;29/03/2021;complet;dev_premium;9091;1984;Non;Non;50k-75k€;0-75k€;0-4pts
Commercial;Panel Truck;yes;0;8.0;Highly Urban/ Urban;23/05/2020;complet;dev_integral;9092;2000;Oui;Oui;50k-75k€;+200k€;0-4pts
Commercial;Van;no;0;13.0;Highly Urban/ Urban;29/09/2020;complet;dev_integral;9093;1994;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Panel Truck;no;0;12.0;Highly Urban/ Urban;09/02/2022;complet;dev_express;9094;1964;Oui;Oui;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;0;12.0;Highly Urban/ Urban;23/04/2022;complet;dev_integral;9095;1965;Non;Oui;25k-50k€;0-75k€;0-4pts
Commercial;Pickup;no;0;7.0;Highly Urban/ Urban;05/05/2019;complet;dev_integral;9096;1967;Non;Oui;-;150-200k€;0-4pts
Commercial;Minivan;yes;4;5.0;Highly Urban/ Urban;28/09/2019;complet;dev_integral;9097;1973;Non;Oui;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;1;10.0;z_Highly Rural/ Rural;10/07/2021;complet;dev_integral;9098;1963;Non;Non;25k-50k€;75-150k€;0-4pts
Commercial;z_SUV;no;0;7.0;Highly Urban/ Urban;23/10/2021;complet;dev_express;9099;1997;Non;Oui;25k-50k€;0-75k€;0-4pts
Commercial;Panel Truck;no;2;13.0;Highly Urban/ Urban;29/09/2019;complet;dev_integral;9100;2006;Non;Non;75k-100k€;0-75k€;0-4pts
Private;Sports Car;no;8;15.0;Highly Urban/ Urban;24/11/2021;complet;dev_express;9101;1981;Non;Non;+100k€;-;4-8pts
Private;Sports Car;no;5;1.0;Highly Urban/ Urban;05/12/2019;complet;dev_integral;9102;1979;Non;Oui;25k-50k€;75-150k€;4-8pts
Commercial;Pickup;no;0;;z_Highly Rural/ Rural;18/04/2019;complet;dev_premium;9103;1976;Non;Non;25k-50k€;75-150k€;0-4pts
Private;z_SUV;no;2;10.0;Highly Urban/ Urban;06/03/2022;complet;dev_integral;9104;1966;Non;Non;50k-75k€;+200k€;0-4pts
Private;z_SUV;no;2;1.0;Highly Urban/ Urban;18/03/2022;complet;dev_express;9105;1994;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Minivan;no;0;1.0;z_Highly Rural/ Rural;09/02/2021;complet;dev_vip;9106;2007;Non;Oui;0-25k€;75-150k€;0-4pts
Commercial;Van;yes;3;1.0;Highly Urban/ Urban;19/04/2022;incomplet;dev_integral;9107;1971;Non;Non;+100k€;0-75k€;0-4pts
Private;Pickup;no;10;1.0;Highly Urban/ Urban;29/03/2022;complet;dev_express;9108;1952;Non;Oui;25k-50k€;0-75k€;8-12pts
Private;Sports Car;no;4;1.0;z_Highly Rural/ Rural;10/02/2020;complet;dev_express;9109;1995;Non;Oui;0-25k€;0-75k€;0-4pts
Commercial;Pickup;yes;5;10.0;Highly Urban/ Urban;26/02/2021;complet;dev_integral;9110;1945;Non;Non;25k-50k€;150-200k€;4-8pts
Private;Minivan;no;5;19.0;Highly Urban/ Urban;14/04/2020;complet;dev_integral;9111;1949;Oui;Oui;+100k€;+200k€;4-8pts
Commercial;Pickup;yes;0;1.0;z_Highly Rural/ Rural;30/03/2022;complet;dev_express;9112;2008;Non;Non;25k-50k€;75-150k€;0-4pts
Private;Sports Car;no;6;1.0;Highly Urban/ Urban;21/11/2020;complet;dev_integral;9113;1989;Non;Oui;25k-50k€;75-150k€;4-8pts
Commercial;Pickup;no;3;13.0;Highly Urban/ Urban;08/03/2021;incomplet;dev_express;9114;1989;Non;Oui;50k-75k€;150-200k€;0-4pts
Private;z_SUV;no;0;10.0;z_Highly Rural/ Rural;10/10/2020;incomplet;dev_express;9115;1967;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;yes;0;16.0;Highly Urban/ Urban;06/06/2020;complet;dev_integral;9116;1959;Non;Non;75k-100k€;0-75k€;0-4pts
Private;z_SUV;no;1;1.0;Highly Urban/ Urban;02/12/2019;complet;dev_integral;9117;2009;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;5;1.0;z_Highly Rural/ Rural;28/07/2019;complet;dev_integral;9118;1978;Oui;Oui;0-25k€;0-75k€;4-8pts
Private;z_SUV;no;0;;Highly Urban/ Urban;18/09/2019;complet;dev_express;9119;1932;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;yes;0;1.0;Highly Urban/ Urban;18/05/2022;complet;dev_express;9120;1955;Non;Oui;+100k€;+200k€;0-4pts
Commercial;Pickup;yes;5;8.0;Highly Urban/ Urban;20/03/2020;incomplet;dev_express;9121;1968;Non;Non;25k-50k€;150-200k€;4-8pts
Private;z_SUV;no;0;13.0;Highly Urban/ Urban;30/11/2021;incomplet;dev_express;9122;2003;Non;Non;75k-100k€;+200k€;0-4pts
Private;Pickup;no;3;7.0;Highly Urban/ Urban;21/01/2020;complet;dev_express;9123;1983;Non;Non;50k-75k€;-;0-4pts
Private;Pickup;no;0;7.0;z_Highly Rural/ Rural;26/11/2020;complet;dev_premium;9124;1944;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Pickup;no;0;22.0;Highly Urban/ Urban;13/12/2021;complet;dev_integral;9125;2013;Non;Non;+100k€;+200k€;0-4pts
Commercial;Minivan;no;0;1.0;Highly Urban/ Urban;01/05/2021;incomplet;dev_express;9126;1996;Non;Non;50k-75k€;0-75k€;0-4pts
Private;z_SUV;no;0;1.0;Highly Urban/ Urban;22/07/2019;complet;dev_express;9127;1960;Non;Non;75k-100k€;+200k€;0-4pts
Private;Minivan;yes;6;9.0;Highly Urban/ Urban;01/05/2022;complet;dev_integral;9128;1964;Oui;Oui;50k-75k€;+200k€;4-8pts
Commercial;Van;no;0;8.0;Highly Urban/ Urban;11/11/2021;complet;dev_premium;9129;1963;Oui;Oui;25k-50k€;75-150k€;0-4pts
Commercial;z_SUV;no;0;9.0;Highly Urban/ Urban;10/05/2019;complet;dev_integral;9130;1968;Non;Non;25k-50k€;150-200k€;0-4pts
Private;Minivan;no;1;13.0;Highly Urban/ Urban;11/07/2020;complet;dev_premium;9131;1966;Non;Non;75k-100k€;0-75k€;0-4pts
Private;Van;no;0;5.0;Highly Urban/ Urban;19/01/2020;complet;dev_express;9132;2007;Non;Non;0-25k€;0-75k€;0-4pts
Private;z_SUV;no;2;17.0;Highly Urban/ Urban;30/01/2021;complet;dev_express;9133;2011;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;no;2;16.0;Highly Urban/ Urban;06/12/2019;complet;dev_integral;9134;1951;Non;Non;75k-100k€;-;0-4pts
Commercial;Minivan;no;1;5.0;Highly Urban/ Urban;13/04/2021;incomplet;dev_express;9135;1954;Oui;Oui;25k-50k€;150-200k€;0-4pts
Private;z_SUV;no;10;4.0;Highly Urban/ Urban;20/10/2020;incomplet;dev_premium;9136;2007;Non;Non;0-25k€;0-75k€;8-12pts
Commercial;Pickup;yes;3;1.0;Highly Urban/ Urban;05/11/2020;complet;dev_express;9137;1966;Non;Non;25k-50k€;150-200k€;0-4pts
Private;z_SUV;yes;0;11.0;Highly Urban/ Urban;24/11/2020;complet;dev_integral;9138;1960;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Sports Car;no;2;7.0;Highly Urban/ Urban;19/12/2019;complet;dev_express;9139;1975;Non;Oui;50k-75k€;0-75k€;0-4pts
Commercial;Panel Truck;yes;3;;Highly Urban/ Urban;29/08/2019;complet;dev_integral;9140;2008;Non;Non;75k-100k€;+200k€;0-4pts
Commercial;Minivan;yes;0;8.0;Highly Urban/ Urban;28/07/2019;incomplet;dev_integral;9141;1953;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Pickup;yes;2;11.0;Highly Urban/ Urban;22/04/2020;complet;dev_integral;9142;1991;Non;Oui;+100k€;+200k€;0-4pts
Private;Minivan;no;1;10.0;z_Highly Rural/ Rural;30/08/2020;complet;dev_vip;9143;1960;Non;Non;+100k€;+200k€;0-4pts
Private;Minivan;yes;0;;Highly Urban/ Urban;20/04/2021;complet;dev_integral;9144;1945;Non;Oui;+100k€;+200k€;0-4pts
Private;z_SUV;no;0;1.0;z_Highly Rural/ Rural;18/09/2020;complet;dev_express;9145;1932;Non;Oui;0-25k€;0-75k€;0-4pts
Private;Pickup;yes;1;10.0;Highly Urban/ Urban;28/09/2019;complet;dev_integral;9146;1965;Non;Non;0-25k€;0-75k€;0-4pts
Private;Minivan;yes;0;18.0;z_Highly Rural/ Rural;04/03/2022;complet;dev_express;9147;1939;Non;Non;+100k€;0-75k€;0-4pts
Private;Sports Car;no;0;9.0;Highly Urban/ Urban;27/10/2020;complet;dev_integral;9148;1981;Non;Oui;75k-100k€;+200k€;0-4pts
Commercial;z_SUV;no;1;1.0;z_Highly Rural/ Rural;25/03/2022;incomplet;dev_express;9149;1977;Oui;Oui;25k-50k€;75-150k€;0-4pts
Private;Minivan;no;2;11.0;Highly Urban/ Urban;16/08/2020;complet;dev_integral;9150;1996;Non;Non;+100k€;+200k€;0-4pts
Private;Sports Car;yes;8;;z_Highly Rural/ Rural;15/04/2020;complet;dev_vip;9151;1961;Non;Non;25k-50k€;0-75k€;4-8pts
Commercial;Pickup;yes;2;16.0;Highly Urban/ Urban;07/04/2021;incomplet;dev_premium;9152;2002;Non;Non;-;+200k€;0-4pts
Private;z_SUV;no;2;12.0;Highly Urban/ Urban;14/10/2021;complet;dev_premium;9153;1975;Non;Non;+100k€;-;0-4pts
Commercial;Van;yes;4;;Highly Urban/ Urban;24/09/2020;complet;dev_premium;9154;1950;Non;Oui;25k-50k€;75-150k€;0-4pts
Private;Minivan;yes;0;14.0;Highly Urban/ Urban;12/03/2022;complet;dev_premium;9155;1980;Oui;Oui;+100k€;+200k€;0-4pts
Private;Van;yes;1;8.0;Highly Urban/ Urban;04/07/2019;complet;dev_integral;9156;1944;Non;Non;+100k€;-;0-4pts
Private;z_SUV;no;2;1.0;Highly Urban/ Urban;10/10/2020;complet;dev_integral;9157;1976;Non;Non;0-25k€;0-75k€;0-4pts
Commercial;Panel Truck;yes;2;;Highly Urban/ Urban;03/01/2021;complet;dev_express;9158;1965;Non;Non;75k-100k€;+200k€;0-4pts
Private;z_SUV;no;3;16.0;Highly Urban/ Urban;11/09/2019;complet;dev_express;9159;1960;Non;Oui;+100k€;0-75k€;0-4pts
Commercial;z_SUV;no;1;1.0;z_Highly Rural/ Rural;24/06/2019;complet;dev_integral;9160;1974;Non;Non;50k-75k€;+200k€;0-4pts
Private;Minivan;no;0;12.0;Highly Urban/ Urban;19/02/2020;complet;dev_integral;9161;1952;Non;Non;50k-75k€;+200k€;0-4pts
Commercial;Pickup;no;7;9.0;Highly Urban/ Urban;14/06/2021;complet;dev_express;9162;1989;Non;Non;25k-50k€;150-200k€;4-8pts
Private;Minivan;yes;0;16.0;Highly Urban/ Urban;23/01/2022;incomplet;dev_integral;9163;1933;Non;Non;+100k€;0-75k€;0-4pts
